5400 5459 91632 91643 3.83204e+07 1.59611e+07 363378 13194 182921 6525.23 215463 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 1.14195e+07 
7490 7501 90048 90096 1.99096e+07 7.58208e+06 26743.4 16385.2 162796 6862 165618 28.6464 34998.5 -nan -nan -nan -nan -nan -nan -nan -nan -nan 9.61859e+06 
7549 7625 96710 96802 1.96638e+07 7.37615e+06 63875.9 199097 0 26406.4 191467 72.1996 39182 322026 6.36121e+06 170078 -nan -nan -nan -nan -nan -nan 1.13607e+07 
5409 5451 90312 90312 2.0982e+07 7.89092e+06 57579.6 192398 0 -nan -nan -nan 37632.1 287527 6.36847e+06 183456 10.8977 5.7913e+06 -nan -nan -nan -nan 1.21587e+07 
3553 3568 90851 90894 2.27303e+07 7.85692e+06 44532.4 206179 0 52695.1 -nan -nan -nan -nan -nan 196257 26.1459 6.62297e+06 44086 0 -nan -nan 1.26678e+07 
5523 5543 97323 97381 2.48298e+07 1.57012e+07 384778 4068.8 192856 55560.6 -nan -nan -nan -nan -nan -nan -nan -nan 44929.6 2.02592 47483.3 45726.4 1.39617e+07 
7421 7450 98874 98938 3.07828e+08 9.34698e+06 450469 20872.2 249026 9997.53 285465 145.694 58445.1 518800 6.43579e+06 143772 28.398 3.82042e+06 33162.5 0 32256.4 36663.9 9.08514e+07 
436 454 97359 97384 5.60649e+08 1.72999e+07 479084 11215.7 233845 16491.3 250155 540.359 51272.8 480600 7.37361e+06 268642 157.616 7.16677e+06 62947 0 62209.2 51250 1.65503e+08 
5052 5082 99195 99250 5.22742e+08 1.63889e+07 449489 13819.4 218568 8456.9 219216 154.461 43352.1 457571 1.00745e+07 277954 163.759 7.09229e+06 58175.7 0 57484.7 47747.1 1.5442e+08 
8742 8825 98062 98152 4.73654e+08 1.50994e+07 412332 14011.3 201235 8686.61 205634 148.586 39433.4 402271 6.11934e+06 231039 140.526 8.83428e+06 57094.6 0 54022.3 44017.8 1.39803e+08 
3636 3698 94352 94435 4.89378e+08 2.29501e+07 415628 19666.3 201902 7556.1 207160 216.72 40331.3 419423 6.54028e+06 236678 239.216 8.72957e+06 61143.6 0 55509.6 45820 1.44433e+08 
7745 7808 99350 99385 4.9602e+08 2.31431e+07 421318 13713.6 205388 8960.57 205944 155.59 40060.5 426488 6.55154e+06 242239 151.867 8.8974e+06 58768 0 53866.6 45011.5 1.46396e+08 
1614 1692 93561 93653 5.00416e+08 2.26296e+07 426985 14485.8 214366 7531.43 218570 152.354 42359.2 431678 6.5988e+06 241408 141.911 8.51193e+06 61356.3 0 57349.9 45762 1.47701e+08 
9730 9818 92640 92656 4.12484e+08 1.28922e+07 369903 14217 177124 7723.16 173596 125.618 35242.8 356130 5.47279e+06 198675 30.4484 8.01738e+06 53823.1 0 46047.8 39376.6 1.21769e+08 
3984 4027 91963 91964 4.53736e+08 2.1496e+07 403062 17893.9 199385 7078.38 190795 285.71 37713.4 466160 9.68168e+06 260288 43.6365 6.18757e+06 53189.6 0 48404.8 42276.1 1.34223e+08 
7284 7355 92436 92477 4.28707e+08 1.35186e+07 394248 23200.6 187209 7018.52 174084 577.628 46914.2 411947 7.91178e+06 210617 15.8271 5.7455e+06 48609 0 48468.4 41631.2 1.26587e+08 
5159 5239 92543 92562 4.51367e+08 1.4547e+07 459652 31954.5 218506 18129.1 204333 133.248 38301.3 385317 5.92484e+06 220899 36.6442 6.15405e+06 50918.8 0 48979.1 40914.7 1.33223e+08 
138 141 95641 95738 5.38774e+08 1.68662e+07 522814 16567.3 228791 8339.26 226249 236.411 43566.8 454285 6.97183e+06 260495 63.6349 7.0566e+06 59897.5 6.62654 63030.1 51201.6 1.5905e+08 
5785 5877 97759 97803 4.96097e+08 1.59664e+07 439563 10815.4 231336 16259.1 236458 488.439 42062.9 432932 6.54282e+06 244328 36.6203 6.63108e+06 55281.7 0 58892.5 49298.1 1.46462e+08 
8910 9002 91973 92041 3.80365e+08 1.29013e+07 386323 10603.3 173363 15083.3 197191 260.148 42561 353410 5.37983e+06 194199 22.4623 5.46216e+06 48777.4 18.2897 46183.3 41227.8 1.12291e+08 
1846 1932 94572 94608 5.01582e+08 1.70697e+07 446294 13111 214578 7345.62 209971 152.731 42341.9 434121 6.83783e+06 262261 55.5316 8.93595e+06 66691.7 5.27431 57319.9 48467.4 1.48055e+08 
3126 3224 94777 94806 4.98686e+08 1.5719e+07 456126 13596.7 215282 7388.9 218216 253.073 51475.3 434074 6.52678e+06 242396 51.5284 6.50424e+06 62259.9 10.8207 56369 49009.7 1.47194e+08 
3854 3897 93809 93898 4.80492e+08 1.5289e+07 440772 16660.5 207233 6972 208632 239.406 48728.2 417746 6.17808e+06 234322 28.3707 6.38088e+06 53732.8 32.4683 72523.1 45294.2 1.4182e+08 
7275 7339 98411 98437 4.86883e+08 1.60267e+07 438256 12674.6 206487 6796.24 204830 143.759 42078.4 421818 6.52848e+06 247333 14.3739 6.69855e+06 57812.2 6.05726 64620.5 48718.2 1.43717e+08 
1807 1844 96527 96546 5.34467e+08 1.68616e+07 464081 16839.1 225745 9580.52 225547 162.731 44291.1 447542 6.89925e+06 258040 23.6694 7.15588e+06 61878.9 5.5598 58723.4 47732.2 1.57773e+08 
1176 1254 90211 90308 4.70527e+08 1.52378e+07 510570 42790.9 230263 15141.7 203423 247.429 43153 408713 6.29915e+06 233011 59.034 6.28387e+06 52549.9 5.78654 51177.8 41999.6 1.38873e+08 
7223 7260 98558 98609 5.03684e+08 1.59723e+07 522140 37878.2 237728 10194 212248 148.705 41514.3 418161 6.41752e+06 244235 59.4747 6.71185e+06 57106.2 0 55584.8 56832.7 1.48664e+08 
2285 2302 96057 96115 5.20635e+08 1.63155e+07 536690 44513.5 238289 14142.3 224880 287.473 46316.9 452678 6.93105e+06 250995 49.9545 6.76319e+06 57372.2 6.4032 58493.8 48923.2 1.53678e+08 
5279 5337 93955 94053 4.70966e+08 1.4696e+07 401036 10398.4 209482 16116.8 226158 724.083 43633.2 403927 6.12955e+06 228588 34.766 6.11108e+06 51570.6 11.5865 51214.2 42021.1 1.39045e+08 
5910 5989 93711 93797 4.62079e+08 1.45302e+07 397736 66957.7 219873 17820.7 222213 225.998 38485.1 386861 5.83162e+06 224606 129.658 6.12368e+06 51120.4 5.68355 51868.5 42671.7 1.36408e+08 
8215 8306 98932 99016 4.99229e+08 1.56064e+07 510449 51492.9 231659 14319.4 212899 156.602 40230.6 421528 6.3729e+06 239320 73.683 6.55384e+06 55344.2 0 54643.6 45222.2 1.47352e+08 
8391 8490 98357 98418 4.84131e+08 1.52736e+07 434888 57521.8 233580 15381.7 229543 151.863 39770.4 414067 6.38085e+06 233106 39.3043 6.37414e+06 53446.4 5.95372 55431.3 45559.3 1.42894e+08 
7811 7837 92529 92569 4.0782e+08 1.34824e+07 403797 47169 207998 15323.5 190804 127.933 34316.3 358287 5.53972e+06 200794 39.1284 5.73549e+06 49229.4 0 52348.8 43573 1.20372e+08 
1678 1746 94028 94047 4.70327e+08 1.63181e+07 456206 11782.5 220187 7297.68 211409 347.286 44422.9 418025 6.34785e+06 244947 120.874 7.03955e+06 68995.9 7.01605 58001 48358.1 1.38824e+08 
676 699 90181 90268 4.53767e+08 1.61609e+07 404741 12396.5 193756 6403.98 192222 422.855 48316.1 423771 6.82892e+06 247273 147.516 8.73499e+06 63684.5 11.1656 51189.3 45957.7 1.33929e+08 
8145 8202 95315 95351 4.40687e+08 2.25467e+07 404007 12952.6 194457 8549.06 196495 130.139 38852.7 389366 5.96764e+06 261493 33.9623 7.91921e+06 51091.5 10.8419 51398.7 42384.9 1.30099e+08 
9928 9983 90351 90401 3.6063e+08 1.63702e+07 321561 12087.2 159324 6680.29 173391 381.867 36904.1 401637 7.69763e+06 211059 21.3945 4.97808e+06 43650.5 4.63377 43105.8 35838.2 1.06906e+08 
9821 9877 92058 92119 3.94029e+08 1.28222e+07 412917 15096 176411 8542.48 170836 665.321 49377.6 346100 5.46401e+06 199740 194.518 5.24007e+06 45130 28.1711 63742.5 40638.4 1.16309e+08 
3246 3338 91140 91176 4.55379e+08 2.19557e+07 417488 11048.4 200087 9027.86 194925 226.898 41522.6 383425 9.05017e+06 254415 54.6381 8.05623e+06 53226.9 28.0027 52003 44638.7 1.34393e+08 
1330 1404 94098 94190 5.1358e+08 2.21073e+07 450652 13446 214093 7794.6 217423 156.529 45053.7 479334 9.10674e+06 281262 174.362 6.87459e+06 58111.8 6.32439 58181 49514.1 1.51776e+08 
1469 1549 93982 93985 5.00293e+08 2.27317e+07 437556 14087.1 203913 7735.01 204709 258.466 45774.1 427808 9.16894e+06 277332 155.526 8.96803e+06 61457.7 12.3043 59479.1 48863.3 1.47646e+08 
7360 7442 91618 91641 4.27734e+08 2.26044e+07 381955 14109.2 182804 7971.02 181808 185.542 36005.5 358027 5.55769e+06 233936 69.0071 7.70461e+06 50376.3 15.787 49003.2 41695.3 1.26156e+08 
3435 3461 96752 96780 5.15081e+08 1.64388e+07 457344 12703.3 221778 8153.53 220286 152.228 54210.2 475395 9.32163e+06 255571 141.035 6.79634e+06 58735.5 6.34094 58102.8 48726.3 1.52182e+08 
8312 8374 97556 97630 4.82956e+08 2.14949e+07 419788 20320 206946 7892.31 202005 151.758 40357 410569 8.89242e+06 268361 209.677 6.38499e+06 55557.3 5.94993 53660 44886 1.42787e+08 
8468 8556 97675 97752 4.72359e+08 2.35173e+07 418879 11086.8 201830 7070.08 197304 139.733 39043.5 410855 9.70173e+06 262821 18.3245 6.43654e+06 52837.2 0 51682 43193.2 1.39689e+08 
418 487 96299 96345 5.47636e+08 2.36669e+07 477648 14633.5 226897 7065.4 227467 273.508 47996.3 504552 9.74593e+06 279927 127.687 7.11279e+06 60353.8 13.5036 62077.8 51398.3 1.6202e+08 
1588 1673 93352 93410 5.04575e+08 1.56919e+07 448333 19566.7 211554 7686.44 211631 265.347 44980 425407 6.62015e+06 238066 57.5338 8.65442e+06 57011.2 17.9135 58144 47859.9 1.48918e+08 
689 753 94617 94668 5.22795e+08 1.65092e+07 458278 17538.9 219041 7502.27 223418 154.359 43486.2 449094 6.78613e+06 251925 27.0116 9.2834e+06 60974.4 0 57594.5 47842.7 1.54325e+08 
1751 1786 93664 93734 4.98237e+08 1.57549e+07 531330 66313.4 216565 8568.2 211550 151.692 41616 424236 6.51028e+06 237969 58.8417 6.79842e+06 57842.8 6.12741 61107.9 48975.3 1.47043e+08 
3345 3410 98879 98886 5.37831e+08 1.66684e+07 547455 47844.1 237588 9320.27 229002 158.779 44181.8 459867 7.1247e+06 258455 71.4479 7.02719e+06 59360.5 0 66627.9 53003.1 1.58747e+08 
6010 6098 91144 91209 4.02185e+08 1.35524e+07 381509 33990.6 217881 18658.5 207152 256.148 39773.6 368976 5.64388e+06 203600 14.84 5.74657e+06 49985.1 8.16064 47574.4 40231.7 1.18694e+08 
8048 8141 98589 98629 4.53005e+08 1.53795e+07 429475 11974.1 206368 8923 202703 142.08 40008.3 411142 6.47736e+06 231906 81.0092 6.44632e+06 59318.6 7.02551 54503.3 46826.2 1.33668e+08 
8027 8036 97574 97610 4.41893e+08 2.54767e+07 405470 11512.4 199511 7798.74 203001 134.538 39198.9 399693 6.48538e+06 236852 113.463 9.14191e+06 56313.2 0 53010.3 44693.5 1.30422e+08 
9765 9842 92865 92879 3.74518e+08 1.80612e+07 364118 13506.7 169236 6691.96 165180 110.847 33528.5 346836 8.1043e+06 214833 11.7759 5.42242e+06 46906.2 0 45442.1 37809 1.10799e+08 
5366 5430 96541 96592 4.57865e+08 1.53464e+07 536263 25104 235209 14962.7 208612 135.15 41262.9 419926 6.43745e+06 233496 43.9252 6.4924e+06 56069.2 0 54259 45582.9 1.35107e+08 
2296 2385 91238 91291 4.4372e+08 1.50044e+07 489782 47194 201817 7545.96 199189 130.986 38608.9 397674 6.31681e+06 229730 69.0135 6.07999e+06 50834.1 0 59572.4 46197.6 1.30941e+08 
8195 8222 96648 96734 4.29007e+08 1.46069e+07 399183 12691.4 196975 7487.93 199173 126.663 39027.8 397193 6.07575e+06 221663 5.28684 9.49617e+06 53699.9 5.5875 50970.1 42156.6 1.26607e+08 
692 695 99603 99676 5.37238e+08 2.57399e+07 493445 14372.7 239231 7849.77 241251 272.555 48611 489288 1.08806e+07 288979 26.9096 9.56436e+06 64360.8 0 63776 53636.3 1.58551e+08 
8173 8267 90740 90748 3.7359e+08 1.28635e+07 355856 12543.6 172206 6787.39 171594 157.701 33689.7 344058 5.4745e+06 196078 5.51589 8.13809e+06 47661.3 4.93995 44833.7 37543.6 1.10282e+08 
501 535 90246 90325 4.40437e+08 1.49047e+07 411764 10801.1 198944 6285.13 196840 981.681 49018.5 431402 6.1958e+06 227320 6.50806 6.2411e+06 53629.3 0 52056.9 43441.9 1.30131e+08 
6669 6715 96203 96258 4.36193e+08 1.52058e+07 413706 12310.6 231487 18302.9 223348 626.673 39149.2 393161 6.27302e+06 229415 9.6582 6.37135e+06 53493.9 0 52153.4 43157.3 1.28744e+08 
5487 5533 92755 92797 4.19038e+08 1.39931e+07 486810 44169.3 208799 8396.62 188150 123.689 38648.3 383681 5.99279e+06 212572 13.6172 5.90721e+06 50428.2 0 49863.9 44927.7 1.23658e+08 
4752 4769 90199 90247 3.75756e+08 1.32042e+07 386998 11142.5 186790 6408.92 186507 283.283 36163.9 356703 5.72052e+06 205171 47.3273 7.81139e+06 47838.1 0 48262.2 39788.1 1.10945e+08 
8543 8634 92429 92516 3.69382e+08 1.35956e+07 357019 8924.18 176449 11321.7 208656 561.35 48443 381412 5.47758e+06 202761 10.9054 5.85444e+06 50582.2 0 48301.4 37811.4 1.09003e+08 
