-70.8097 -69.1567 40.9436 41.8688 4.9842e+08 8.33634e+07 1.75467e+06 1.05237e+06 527886 91939.2 670666 2476.59 165953 1.10805e+06 3.20516e+07 1.01388e+06 285.831 3.00419e+07 43127.3 18.7392 43997.5 15084.8 1.48105e+08 169
-69.3802 -67.9515 41.7603 42.5327 180207 74075 622 1396.16 0 -nan -nan 59 -nan 0 -nan 6 -nan -nan -nan -nan -nan -nan 39450 3
-68.2519 -67.4587 41.3451 42.509 177908 74055 632 1342.07 0 -nan -nan 59 -nan 0 -nan 6 -nan -nan -nan -nan -nan -nan 38785 6
-68.7663 -67.572 41.8593 42.672 176499 74058 632 1356.37 0 -nan -nan 59 -nan 0 -nan 4 -nan -nan -nan -nan -nan -nan 38258 6
-69.4957 -67.9439 40.6478 41.8998 184871 74080 619 1360.12 0 -nan -nan 59 -nan 0 -nan 12 -nan -nan -nan -nan -nan -nan 40810 5
-70.6792 -68.9545 41.2137 42.079 5.28438e+08 7.247e+07 1.61175e+06 12475.2 733248 14746.1 778741 1153.67 243922 1.14695e+06 2.66811e+07 903087 322.532 2.61402e+07 45045 19.5451 47309.1 21329 1.56241e+08 4
-70.8516 -69.2657 39.6941 41.5748 6.28916e+07 2.25083e+07 281683 4208.87 149153 139206 -nan -nan 35561.5 199379 6.09729e+06 105063 29.6001 5.84788e+06 9818.04 6.82018 -nan 6040.27 2.93484e+07 21
-68.8867 -67.1225 40.7201 42.6901 200132 68485.6 350.489 1551 0 377.289 0 -nan 45.1767 -nan -nan -nan -nan -nan -nan 0 0 3 43911 23
-68.2635 -68.1937 40.8581 41.6244 189719 64167.2 375.559 1422 0 348.441 0 -nan 41.6188 -nan -nan -nan -nan -nan -nan 0 0 3 37353 3
-69.0849 -67.8054 40.9391 42.156 179192 64119 349.841 2025.66 0 356.074 2.99135 61.7293 40.524 -nan -nan -nan -nan -nan -nan 0 0 2 36630 1
-68.6306 -67.766 40.3849 41.9931 172592 63068.6 319.315 1941.77 0 341.575 0 92.6259 40.3422 -nan -nan -nan -nan -nan -nan 0 0 3 36059 135
-68.7385 -66.9476 39.7385 41.6348 173563 63477 611.194 1174.33 0 347.111 0 140.838 41.0322 -nan -nan -nan -nan -nan -nan 0 0 3 37204 5
-68.8879 -67.3303 42.2427 43.3522 175465 63763.8 626.118 1229.8 0 349.267 0 141.414 41.3321 -nan -nan -nan -nan -nan -nan 0 0 3 37281 5
-68.9625 -68.0198 41.0075 42.9516 172749 63143.9 615.549 1248.3 0 343.81 0 139.079 40.7535 -nan -nan -nan -nan -nan -nan 0 0 3 36562 5
-68.8046 -68.6044 40.0743 41.8446 176458 64725.5 638.818 1235.72 0 354.255 0 143.262 42.2261 -nan -nan -nan -nan -nan -nan 0 0 2 39079 34
-67.7208 -66.7878 39.7803 41.6997 170718 62542.6 595.503 1148.52 0 340.271 0 137.528 40.3084 -nan -nan -nan -nan -nan -nan 0 0 4 35728 5
-68.9308 -67.5115 41.0143 41.4748 172830 63253 613.961 1263.06 0 344.825 0 139.506 40.9043 -nan -nan -nan -nan -nan -nan 0 0 3 36765 15
-69.2837 -68.7244 41.2682 42.9052 174361 63901.4 611.653 1385.86 0 348.858 0 141.506 41.4774 -nan -nan -nan -nan -nan -nan 0 0 3 37738 9
-68.995 -68.5918 41.9469 43.7952 178212 65360.6 627.18 1368 0 358.489 0 97.303 42.7965 -nan -nan -nan -nan -nan -nan 0 0 4 40214 12
-68.5888 -67.0392 41.5306 42.4441 176146 64565.1 633.725 1219.45 0 353.174 0 143.262 42.0677 -nan -nan -nan -nan -nan -nan 0 0 3 38826 8
-69.7604 -69.0141 41.8705 42.124 177341 65071.4 628.395 1349.39 0 356.329 0 145.591 42.4822 -nan -nan -nan -nan -nan -nan 0 0 3 39650 9
-69.9 -68.0822 41.1567 42.0541 171475 62844.2 602.052 1275.15 0 342.045 0 138.632 40.5403 -nan -nan -nan -nan -nan -nan 0 0 2 36211 4
-67.7066 -67.2552 41.8664 43.5133 171343 62774.8 654.325 1185.16 0 341.451 0 138.364 40.4482 -nan -nan -nan -nan -nan -nan 0 0 4 35996 13
-68.7905 -68.1724 40.9568 41.4366 169284 62042.2 602.671 1327.03 0 336.834 0 136.036 39.8121 -nan -nan -nan -nan -nan -nan 0 0 4 34851 5
-69.129 -68.2133 40.7407 41.8516 171533 62751.3 607.502 1256.01 0 341.368 0 138.262 40.4453 -nan -nan -nan -nan -nan -nan 0 0 2 36041 6
-70.1269 -69.0588 40.7353 41.5583 6.99417e+06 2.60448e+06 32581.6 81715.4 0 6212.8 0 5014.57 3193.65 -nan -nan -nan -nan -nan -nan 0 1598.5 675 4.09227e+06 88
-67.7108 -67.0749 41.4919 43.4854 174391 63985.5 630.301 1290.4 0 368 0 146.585 47 -nan -nan -nan -nan -nan -nan -nan 5 3 41262 8
-70.4387 -68.9218 41.3572 41.8115 1.56079e+08 2.31705e+07 533517 611000 0 10944.3 227007 46.158 72115.3 364300 1.01799e+07 325802 140.395 1.11236e+07 19056.9 -nan 34544.5 27314.3 4.61082e+07 55
-70.9197 -68.9558 41.2807 42.3427 8.28721e+08 1.07522e+08 2.46281e+06 494667 994282 23513.5 1.23014e+06 216.186 236896 1.83285e+06 4.33384e+07 1.45379e+06 371.354 4.6105e+07 141858 45.9151 69603.4 27116.6 2.43802e+08 87
-69.2367 -68.5861 41.8275 41.8623 197527 67730.7 785.921 1444 0 374.557 0 -nan 45.5778 -nan -nan -nan -nan -nan -nan 0 0 3 44725 113
-67.8134 -66.5842 41.2259 42.7996 192883 64601.1 306.553 1512 0 350.87 0 -nan 42.2549 -nan -nan -nan -nan -nan -nan 0 0 2 38581 48
-68.8032 -67.0682 42.0386 42.9331 192080 64716.6 309.271 1443 0 351.464 0 -nan 42.0703 -nan -nan -nan -nan -nan -nan 0 0 1 37828 97
-69.0727 -68.2487 41.4104 42.5499 187460 63406.3 302.412 1427 0 342.227 0 -nan 41.0355 -nan -nan -nan -nan -nan -nan 0 0 1 36238 5
-69.093 -67.2356 40.6927 42.0034 187017 63209 306.967 1460 0 340.797 0 -nan 40.8297 -nan -nan -nan -nan -nan -nan 0 0 2 35855 5
-68.3962 -67.9078 41.1794 41.7208 184708 66146.6 299.589 1642.62 0 351.81 49.2148 142.514 53.9914 -nan -nan -nan -nan -nan -nan 0 0 3 35188 4
-67.7556 -67.0413 41.9234 43.5205 171011 62622.8 606.161 1562.15 0 341.986 0 136.341 40.346 -nan -nan -nan -nan -nan -nan 0 0 1 35735 129
-68.3817 -67.9263 39.9313 41.8329 170165 62333.2 607.26 1273.31 0 338.478 0 137.001 40.0446 -nan -nan -nan -nan -nan -nan 0 0 3 35281 5
-69.4454 -68.6373 41.8848 42.3608 170771 62568.5 595.699 1191.11 0 340.306 0 138.343 40.2746 -nan -nan -nan -nan -nan -nan 0 0 4 35966 6
-69.384 -68.5018 40.1034 41.778 172907 63247.4 628.232 1272.63 0 344.925 0 139.336 40.9317 -nan -nan -nan -nan -nan -nan 0 0 2 36799 7
-68.0745 -66.3936 40.9511 41.9688 170805 62562.1 588.723 1250.3 0 340.188 0 137.649 40.2811 -nan -nan -nan -nan -nan -nan 0 0 1 35694 5
-68.9033 -68.2349 41.8807 41.9507 172561 63211.3 601.909 1249.84 0 344.47 0 139.716 40.8794 -nan -nan -nan -nan -nan -nan 0 0 1 36675 22
-68.5806 -67.2309 41.4219 43.0803 182335 66532.2 614.059 1314.71 0 393 0 153.494 140 -nan -nan -nan -nan -nan -nan -nan 4 2 45359 17
-68.7463 -67.9973 41.6927 42.5728 172029 63142.6 625.91 1187.57 0 386 0 143.551 47 -nan -nan -nan -nan -nan -nan -nan 4 2 39820 5
-68.0553 -67.0624 40.5075 41.7297 171243 62544.4 613.634 1196.03 0 366 1.42418 141.188 47 -nan -nan -nan -nan -nan -nan -nan 5 0 38986 7
-69.3166 -67.5598 41.8729 42.0497 177381 64539.5 662.981 1398.37 0 386 9.75126 62.1724 44.1387 -nan -nan -nan -nan -nan -nan -nan 5 3 37774 7
-68.6511 -67.2767 41.5171 42.1322 184001 67246.3 1303.82 5192.42 0 368 0 54.6235 -nan -nan -nan -nan -nan -nan -nan -nan 4 2 37794 75
-69.3479 -67.5876 41.5258 42.1764 174047 63666 620.079 1422.21 0 368 0 60.0233 -nan -nan -nan -nan -nan -nan -nan -nan 4 2 37798 14
-69.2848 -68.7792 42.1076 43.5802 169747 62539.7 604.788 1216.07 0 388 0 56.8427 -nan -nan -nan -nan -nan -nan -nan -nan 3 1 36214 6
-67.9899 -66.7624 41.3349 41.7282 172821 63714.8 611.647 1249.65 0 376 0 59.9478 -nan -nan -nan -nan -nan -nan -nan -nan 4 2 38084 164
-69.884 -68.4722 40.519 42.0753 173582 64036 637.928 1218.54 0 376 0 60.3528 -nan -nan -nan -nan -nan -nan -nan -nan 5 3 38597 6
-68.0093 -67.9557 41.5183 42.1529 175470 64636.6 647.519 1314.57 0 358 0 59.3809 -nan -nan -nan -nan -nan -nan -nan -nan 4 1 39577 15
-67.9514 -65.9985 41.4815 42.0919 171337 63263.7 610.554 1208.47 0 367 0 57.7464 -nan -nan -nan -nan -nan -nan -nan -nan 5 3 37387 8
-68.4503 -66.9433 41.6512 42.2988 171154 63195.8 594.262 1190.23 0 380 0 59.3715 -nan -nan -nan -nan -nan -nan -nan -nan 4 2 37296 158
-69.8394 -68.0892 40.0309 42.007 195258 74263 688.616 1325.09 12.5937 396 37 62.7865 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 42444 183
-68.0731 -67.7642 41.7982 43.6155 178917 74226 630.306 1277.78 0 390 3 60.6213 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 39258 5
-67.8003 -67.053 40.553 42.0272 194223 74235 363.393 1565.85 0 369 4 63.7436 -nan -nan -nan -nan -nan -nan -nan -nan 5 -nan 43435 9
-69.0616 -68.5762 41.4128 42.4073 180267 74235 336.122 1547.01 0 395 3 60.7009 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 39397 4
-68.5699 -67.3931 40.0833 41.5803 193979 74247 338.037 1448.41 0 381 4 61.9471 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 43503 11
-68.8164 -68.7641 41.2463 41.8073 184390 74242 333.085 1512.02 0 384 6 61.6138 -nan -nan -nan -nan -nan -nan -nan -nan 5 -nan 40616 79
-68.6669 -68.3734 40.3631 41.6161 192466 74241 354.551 1623.19 0 375 4 63.4276 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 42989 15
-68.2051 -67.6087 39.5268 41.4657 174961 74249 310.853 1524.81 0 375 3 59.5456 -nan -nan -nan -nan -nan -nan -nan -nan 3 -nan 37818 1
-69.3459 -68.0671 41.8589 43.7039 179691 74239 340.741 1523.51 0 391 0 60.4895 -nan -nan -nan -nan -nan -nan -nan -nan 6 -nan 39151 4
-67.9372 -66.0637 40.5011 42.1421 183577 74234 345.429 1453.61 0 374 3 61.4182 -nan -nan -nan -nan -nan -nan -nan -nan 5 -nan 40375 8
-67.7814 -67.3049 40.9821 41.5175 177088 74229 329.093 1439.34 0 366 4 58.2622 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 38463 34
-68.4296 -67.9911 40.9624 42.037 186311 74249 352.37 1504.2 0 375 5 62.0703 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 41228 0
-68.3714 -66.5663 41.6813 42.7914 193159 74045 671.286 1223.79 0 382 4 66 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 43259 5
-67.6531 -66.0091 41.4768 42.4834 186618 74030 633.226 1158.41 0 373 4 66 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 41342 60
-70.4707 -68.7353 40.6942 41.7219 1.59843e+08 2.80491e+07 534558 6236.95 245523 36363.8 159603 1005.94 15307.7 381319 9.22121e+06 301013 79.0369 8.93353e+06 15243.1 35.6279 -nan -nan 4.84278e+07 17
-69.1013 -68.4464 41.4591 41.8819 190700 65647.9 394.913 1401 123 355.289 0 -nan 152 -nan -nan -nan -nan -nan -nan 0 -nan -nan 41215 11
-68.0067 -66.5212 41.288 41.4385 195542 66022.3 312.936 1380 3 348.356 0 -nan 47 -nan -nan -nan -nan -nan -nan 0 -nan -nan 38882 60
-68.2544 -67.7865 42.0507 43.0091 191918 66219.5 337.43 1455 3 343.842 0 -nan 47 -nan -nan -nan -nan -nan -nan 0 -nan -nan 38371 5
-68.8822 -67.8626 41.3936 41.5314 194474 67217.6 286.416 1321 4 347.518 0 -nan 47 -nan -nan -nan -nan -nan -nan 0 -nan -nan 39428 36
-68.4844 -66.8295 39.5109 41.5093 193156 66822.3 355.983 1392 3 344.769 0 -nan 47 -nan -nan -nan -nan -nan -nan 0 -nan -nan 38791 6
-68.6796 -68.6764 42.0506 42.7703 196377 66502.2 325.606 1383 0 362.562 0 -nan 48 -nan -nan -nan -nan -nan -nan 0 0 4 44319 185
-69.9595 -69.2513 40.2814 41.802 2.6738e+06 918831 4867.06 1415 0 5623.51 0 -nan 1015 -nan -nan -nan -nan -nan -nan 0 0 210 1.34065e+06 191
-69.3935 -68.7969 41.1666 43.0324 191302 64740.4 333.445 1378 0 350.138 0 -nan 90 -nan -nan -nan -nan -nan -nan 0 0 3 41548 2
-67.7506 -66.77 40.8102 41.5125 184698 62283.5 294.385 1363 0 334.73 0 -nan 47 -nan -nan -nan -nan -nan -nan 0 0 2 37785 4
-68.0763 -66.3273 41.1671 43.1269 189866 63979.2 335.802 1391 0 345.18 0 -nan 47 -nan -nan -nan -nan -nan -nan 0 0 4 45344 9
-68.5175 -68.1851 40.634 42.3286 195315 65583.6 294.352 1371 0 356.701 0 -nan 47 -nan -nan -nan -nan -nan -nan -nan 4 4 43238 9
-68.1721 -67.6557 41.6035 42.2168 193057 64742.6 370.721 1947 0 353.565 0 -nan 52 -nan -nan -nan -nan -nan -nan -nan 4 2 39175 77
-69.9952 -68.6836 41.8358 43.1468 4.45991e+06 1.52534e+06 7556.73 1418 0 9442.93 0 -nan 1298 -nan -nan -nan -nan -nan -nan -nan 715 316 2.28624e+06 2
-68.6944 -66.8663 40.823 42.717 189474 63364.5 326.31 1420 0 343.38 0 -nan 93 -nan -nan -nan -nan -nan -nan -nan 4 4 39905 23
-70.0651 -68.1196 40.2633 41.8704 5.06682e+07 7.61533e+06 57445.9 178493 0 3111.1 73599.1 183.762 15814.8 -nan -nan -nan -nan -nan -nan -nan 5816.9 3252.05 1.48644e+07 13
-68.9807 -67.3108 41.8805 43.0769 195624 74051 366.858 1435.99 0 398 98 57 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 43185 10
-69.0861 -67.9294 42.2426 42.3331 181203 74077 336.331 1640.05 0 395 4 59 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 39835 13
-68.859 -67.951 40.079 41.6996 182718 74075 646.616 1242.65 0 378 5 59 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 40203 4
-68.7115 -68.051 41.4179 42.4567 191978 74064 673.182 1420.83 0 384 5 59 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 42977 6
-70.2004 -68.7393 41.0182 41.7537 8.07954e+07 1.37126e+07 298894 376006 0 56870 46415.8 1826.74 -nan 217916 6.04442e+06 145087 97.7309 6.27829e+06 -nan -nan -nan -nan 2.56972e+07 69
-69.1998 -68.6102 40.5825 41.611 194098 70557.3 897.519 2553.44 104.917 410.564 11.2546 -nan 52.2445 140 20643 -nan 0 19830 -nan -nan -nan -nan 44099 12
-69.1082 -69.0497 40.3778 42.2467 179284 63565.6 808.954 1432.64 0 359.013 0 -nan 49.2883 32 20633 -nan 0 19822 -nan -nan -nan -nan 39371 11
-69.1544 -68.397 40.9285 41.5407 174884 62157.5 789.373 1405.77 0 349.128 0 -nan 47.8426 6 20643 -nan 0 19831 -nan -nan -nan -nan 37083 7
-69.1799 -68.3245 40.0228 41.6973 177019 62901.6 760.153 1448.58 0 353.892 0 -nan 48.7607 25 20643 -nan 0 19830 -nan -nan -nan -nan 38297 6
-70.6543 -69.2221 40.6253 42.5907 5.32253e+08 6.6547e+07 1.56412e+06 216820 634439 14370.3 731941 121.824 168087 1.14002e+06 2.86768e+07 944930 263.056 2.91036e+07 91448.1 10.1574 41520 18137.1 1.56026e+08 102
-69.0666 -67.4239 41.5301 42.591 198635 68704.5 319.096 1477.24 100 360.724 0 -nan 44.298 -nan -nan -nan -nan -nan 4 -nan -nan -nan 43419 38
-69.1773 -67.6066 41.1925 42.1804 195372 67708.1 330.353 1369.87 4 351.797 0 -nan 42.9988 -nan -nan -nan -nan -nan 5 -nan -nan -nan 41343 183
-68.5216 -67.8358 40.5157 41.8966 189498 65367.5 349.02 1328.19 3 338.169 0 -nan 41.1054 -nan -nan -nan -nan -nan 4 -nan -nan -nan 38143 5
-68.6754 -68.4266 41.1747 41.8281 197296 65673.7 307.305 1337.85 2 341.843 0 -nan 42.1312 -nan -nan -nan -nan -nan 4 -nan -nan -nan 39873 8
-68.5938 -66.9922 42.156 43.9146 196024 66289.5 633.114 1461.48 5 339.465 0 -nan 41.1823 -nan -nan -nan -nan -nan 4 -nan -nan -nan 38290 5
-69.0489 -68.3704 41.1318 42.6317 196958 67961.1 356.308 1396.13 4 351.731 0 -nan 43.2103 -nan -nan -nan -nan -nan 4 -nan -nan -nan 41666 9
-69.0899 -68.5926 41.7454 41.9097 199146 68786.2 310.395 1419.2 7 356.592 0 -nan 43.9688 -nan -nan -nan -nan -nan 4 -nan -nan -nan 42845 32
-69.0636 -67.3921 40.6205 42.1479 187851 64882.5 276.764 1421.18 4 333.204 0 -nan 40.6178 -nan -nan -nan -nan -nan 4 -nan -nan -nan 37355 149
-68.465 -67.2585 41.3851 42.7735 195212 67468.6 336.648 1406.62 3 348.002 0 -nan 42.7321 -nan -nan -nan -nan -nan 4 -nan -nan -nan 40898 117
-69.3936 -67.4618 39.7801 41.5103 189122 65123.3 301.58 1337.99 3 334.02 0 -nan 40.7225 -nan -nan -nan -nan -nan 5 -nan -nan -nan 37661 7
-67.7386 -66.1759 41.368 43.133 193310 66580.1 340.101 1446.55 4 342.334 0 -nan 41.9415 -nan -nan -nan -nan -nan 4 -nan -nan -nan 39661 5
-68.0492 -66.6505 41.4174 41.4287 188020 65112.7 347.436 1368.63 4 333.802 0 -nan 40.6974 -nan -nan -nan -nan -nan 4 -nan -nan -nan 37542 4
-68.933 -68.3084 40.0564 41.6869 187360 64781.7 322.796 1293.35 3 331.676 0 -nan 40.3426 -nan -nan -nan -nan -nan 5 -nan -nan -nan 37063 18
-69.0599 -67.3395 40.2474 41.897 186712 64536.4 298.528 1345.79 2 331.09 0 -nan 40.2854 -nan -nan -nan -nan -nan 4 -nan -nan -nan 36808 47
-70.4156 -68.5926 39.7276 41.5769 1.20332e+07 4.24212e+06 22285.5 2703.97 27269 25217.5 0 -nan 3005.72 -nan -nan -nan -nan -nan 2861.47 1.47929 -nan -nan 5.8063e+06 34
-69.9744 -68.9828 41.2463 41.8901 7.24336e+06 2.49309e+06 13244.3 3006 0 15331 0 -nan 2724 -nan -nan -nan -nan -nan -nan 0 1023.76 525 3.72555e+06 114
-68.2084 -66.9756 41.8983 42.1817 197192 66450.9 334.758 1451 0 363.144 0 -nan 151 -nan -nan -nan -nan -nan -nan -nan 6 2 45091 11
-69.8568 -68.0861 40.5731 42.1511 190628 63537.6 336.872 1395 0 345.231 0 -nan 47 -nan -nan -nan -nan -nan -nan -nan 5 3 40338 8
-68.3149 -66.9585 41.4524 42.3948 193081 64458.9 345.095 1351 0 349.103 0 -nan 48 -nan -nan -nan -nan -nan -nan -nan 4 2 41618 7
-70.4171 -68.8701 41.7858 42.351 4.07779e+07 5.92452e+06 41890.9 73982.8 0 1828.27 47333.6 -nan 5604.2 -nan -nan -nan -nan -nan -nan -nan 5485 2531.73 1.20939e+07 79
-68.2854 -66.9632 41.3639 43.1065 184453 74229 355.058 1488.22 0 403 4 45.8378 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 40728 5
-67.6836 -66.717 39.9026 41.7442 186181 74223 361.449 1416.17 0 370 5 46.1374 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 41261 7
-68.7816 -67.8997 40.7121 41.5328 182901 74253 366.836 1446.27 0 382 5 45.485 -nan -nan -nan -nan -nan -nan -nan -nan 5 -nan 40247 5
-69.2545 -68.7623 41.808 42.0122 185745 74243 334.544 1433.36 0 390 7 46.006 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 41134 7
-68.6387 -67.7192 40.0404 41.5504 180227 74248 350.526 1433.32 0 381 4 45.151 -nan -nan -nan -nan -nan -nan -nan -nan 5 -nan 39500 4
-69.6684 -69.0677 41.2037 43.0384 189644 74226 329.688 1434.3 0 404 6 46.7378 -nan -nan -nan -nan -nan -nan -nan -nan 4 -nan 42294 127
-68.9301 -68.1268 42.1657 42.5349 196863 75402 351.735 1576.41 0 391.484 5 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 43144 7
-70.8991 -69.3037 42.1095 43.6262 2.44897e+08 4.38161e+07 734465 5722.55 302919 12027.6 215453 624.657 34375 556447 1.43518e+07 388416 45.4439 1.34279e+07 23045.5 0 38322.5 16919.2 7.26484e+07 58
-68.1988 -67.6877 40.5182 41.7397 200863 74247 329.901 1895.58 0 -nan 118 48 -nan -nan -nan 2.88443 -nan -nan -nan -nan 6 -nan 44842 11
-68.2463 -67.9599 41.6415 42.9263 188014 74236 314.669 1688.22 0 -nan 6 48 -nan -nan -nan 0 -nan -nan -nan -nan 5 -nan 41761 10
-69.7904 -69.2858 41.1748 41.9565 187813 74245 322.253 1608.59 0 -nan 6 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 41644 76
-69.6184 -67.9145 40.2123 41.9403 191944 74260 315.269 1682.78 0 -nan 7 48 -nan -nan -nan 0 -nan -nan -nan -nan 6 -nan 42879 5
-68.9879 -68.2957 39.6165 41.5256 181954 74244 308.152 1651.71 0 -nan 3 48 -nan -nan -nan 0 -nan -nan -nan -nan 3 -nan 39863 30
-68.9326 -68.7652 41.5195 42.701 190968 74230 319.496 1560.85 0 -nan 4 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 42691 222
-68.8535 -66.8996 40.1391 41.8941 186140 74249 317.083 1580.74 0 -nan 5 48 -nan -nan -nan 0 -nan -nan -nan -nan 5 -nan 41197 132
-69.1697 -68.8974 41.2979 43.1531 192528 74221 311.197 1627.18 0 -nan 4 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 43086 6
-70.508 -69.2731 41.1034 41.4146 2.69967e+07 3.33504e+06 70739 128305 0 -nan 27401.8 81 -nan -nan -nan 42086 -nan -nan -nan -nan -nan -nan 7.97818e+06 59
-68.4453 -68.3945 41.7646 41.8932 190975 66112.5 796 1329.36 0 -nan -nan 48 -nan 10.4909 -nan 195 -nan -nan -nan -nan -nan -nan 41377 11
-69.0191 -68.3039 40.4027 42.0182 190664 67496.5 636 1400.46 0 -nan -nan 59 -nan 0 -nan 11 -nan -nan -nan -nan -nan -nan 42136 7
-70.0216 -68.5337 41.5524 43.0131 3.43143e+07 7.69339e+06 112731 169637 0 -nan -nan 158.424 -nan 87280.7 2.05442e+06 66388 42.7745 -nan -nan -nan -nan -nan 1.12968e+07 113
-68.938 -68.1957 41.1578 41.937 189907 65343.6 825 1411.85 0 380.932 -nan -nan 91.1816 246 20681 -nan 2 -nan -nan -nan -nan -nan 43423 13
-68.3866 -68.1662 41.7754 41.7907 201667 70927.1 531 1437.8 0 379.201 -nan -nan 85.2515 28 20678 -nan 0 -nan -nan -nan -nan -nan 39642 3
-69.6406 -68.6769 41.9445 43.6465 180994 63592.6 629 1329.31 0 377.536 -nan -nan 84.8937 35 20674 -nan 0 -nan -nan -nan -nan -nan 39749 5
-70.6416 -69.0241 41.7889 42.0638 6.56003e+07 2.36962e+07 276246 3710.75 151514 4357.92 -nan -nan 59459 224666 6.6901e+06 -nan 96.3763 6.33397e+06 10199.8 0 10577.4 5682.82 3.3874e+07 35
-69.4548 -69.3109 41.0622 42.5312 183762 65767.9 648.067 1499.5 0 399 0 151.819 143 -nan -nan -nan -nan -nan -nan -nan 5 3 44676 5
-69.1457 -68.1771 41.5876 42.1126 172553 63364 645.376 1301.48 0 385 0 141.586 47 -nan -nan -nan -nan -nan -nan -nan 4 2 40375 8
-70.1033 -68.8875 41.031 42.3431 9.81636e+07 1.33927e+07 279349 466213 0 24485.9 137853 21.8936 37857.2 208583 5.79037e+06 157192 -nan -nan -nan -nan 18639 16540.9 2.88364e+07 80
-69.7683 -69.2413 39.8041 41.7837 187864 66605.5 803 1439.01 0 396.108 -nan -nan 89.7756 137 20676 207 -nan -nan -nan -nan -nan -nan 43535 11
-68.2752 -66.8002 40.0604 41.7191 184250 65602.9 652 1480.03 2.60947 385.08 -nan -nan 86.8281 28 20680 11 -nan -nan -nan -nan -nan -nan 41150 8
-68.0121 -67.7806 41.9944 43.8669 189582 67542.2 641 1467.7 0 396.057 -nan -nan 89.2577 35 20672 10 -nan -nan -nan -nan -nan -nan 43471 6
-69.8341 -68.6594 41.842 42.3713 185045 65764.3 662 1435.28 0 386.847 -nan -nan 86.6194 18 20682 11 -nan -nan -nan -nan -nan -nan 40930 0
-69.2752 -68.6878 40.5499 42.007 180386 64029.9 638 1375.29 0 373.792 -nan -nan 83.3821 8 20674 5 -nan -nan -nan -nan -nan -nan 38407 4
-71.118 -69.3636 40.2738 42.0437 8.69179e+08 1.20608e+08 2.6288e+06 23188.3 1.2193e+06 25863.3 1.35588e+06 235.293 266118 1.85347e+06 4.89375e+07 1.59699e+06 481.665 4.92157e+07 120168 24.0585 76359.5 31573.6 2.55941e+08 230
-69.239 -68.3978 40.9639 41.9613 192526 64137.3 342.95 1345 0 391 0 -nan 143 -nan -nan -nan -nan -nan -nan -nan 0 4 41276 10
-69.5418 -68.9873 40.3561 42.3042 191613 63838.8 348.309 1372 0 387 0 -nan 47 -nan -nan -nan -nan -nan -nan -nan 0 2 40810 8
-69.3669 -68.8867 40.851 42.2931 196007 63530.1 336.801 1318 0 382 0 -nan 47 -nan -nan -nan -nan -nan -nan -nan 0 4 40958 6
-67.9585 -67.7182 42.0063 42.0497 189098 63183.1 400.217 1368 0 371 0 -nan 47 -nan -nan -nan -nan -nan -nan -nan 0 3 39789 34
-70.1752 -69.0045 41.7658 42.2763 4.31789e+07 6.17908e+06 47010.6 203021 0 3221.26 58064.4 382.81 10010.3 -nan -nan -nan -nan -nan -nan -nan 4544 2387.7 1.27076e+07 28
-69.5222 -68.5138 40.446 41.7012 202475 74252 346.29 1767.01 0 -nan 123 48 -nan -nan -nan 2.91751 -nan -nan -nan -nan 4 -nan 45801 12
-68.5253 -67.3917 41.7983 43.1635 188298 74231 303.479 1557.02 0 -nan 5 48 -nan -nan -nan 0 -nan -nan -nan -nan 5 -nan 41731 8
-68.0443 -67.0728 41.1713 41.9678 184482 74227 308.275 1580.76 7.25694 -nan 3 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 40624 145
-68.0082 -66.3434 41.1496 42.4236 194173 74214 313.861 1548.77 0 -nan 2 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 43601 90
-68.5222 -66.5707 40.9079 42.0596 184928 74245 309.334 1543.78 0 -nan 6 48 -nan -nan -nan 0 -nan -nan -nan -nan 4 -nan 40804 53
-68.241 -67.7604 41.5642 41.9859 193685 74249 321.708 1651.38 0 -nan 5 48 -nan -nan -nan 0 -nan -nan -nan -nan 5 -nan 43305 50
-68.5356 -67.0822 39.8584 41.6235 182155 74232 317.658 1595.12 0 -nan 2 48 -nan -nan -nan 0 -nan -nan -nan -nan 5 -nan 39950 9
