-70.8097 -69.1567 40.9436 41.8688 4.9842e+08 8.33634e+07 1.75467e+06 1.05237e+06 527886 91939.2 670666 2476.59 165953 1.10805e+06 3.20516e+07 1.01388e+06 285.831 3.00419e+07 43127.3 18.7392 43997.5 15084.8 1.48105e+08 169
-67.9318 -66.9269 40.0094 41.9317 198065 73827 542 1303.27 4 370.146 -nan 55 -nan 20 -nan -nan -nan -nan -nan -nan -nan -nan 38358 107
-69.5585 -68.3981 39.9943 41.933 197839 73838.6 532 1327.72 2 367.317 -nan 55 -nan 15 -nan -nan -nan -nan -nan -nan -nan -nan 38042 6
-69.8449 -69.3866 40.6624 42.0113 211348 78514.1 517 1386.53 4 395.097 -nan 55 -nan 28 -nan -nan -nan -nan -nan -nan -nan -nan 43723 90
-69.89 -69.2101 41.6252 43.6147 201881 75371.9 525 1294.74 7 378.112 -nan 55 -nan 17 -nan -nan -nan -nan -nan -nan -nan -nan 39968 151
-68.72 -68.0389 41.8685 41.9028 200058 74652.2 525 1385.2 6 373.836 -nan 55 -nan 22 -nan -nan -nan -nan -nan -nan -nan -nan 39013 7
-68.5002 -68.4707 41.2283 41.4736 208326 77921.6 528 1347.56 6 391.691 -nan 55 -nan 18 -nan -nan -nan -nan -nan -nan -nan -nan 42832 8
-69.9105 -68.0344 41.9064 43.625 206770 77362.9 540 1361.13 4 388.559 -nan 55 -nan 23 -nan -nan -nan -nan -nan -nan -nan -nan 42170 91
-69.1633 -67.1969 42.0722 43.6677 208106 77804.5 548 1316.7 2 391.571 -nan 55 -nan 16 -nan -nan -nan -nan -nan -nan -nan -nan 42852 6
-68.3486 -67.301 42.0384 43.6399 208638 77972.3 526 1344.97 5 392.954 -nan 56 -nan 20 -nan -nan -nan -nan -nan -nan -nan -nan 43007 57
-68.3786 -66.9474 40.041 41.5428 201954 70801.8 374.846 1298.89 4 363 0 59 -nan 20 -nan -nan -nan -nan -nan -nan -nan -nan 44069 10
-69.4964 -69.3137 41.1037 42.8914 183784 66394 824.668 1405.38 25 414 0 64 -nan 134 -nan -nan -nan -nan -nan -nan -nan -nan 40858 9
-69.4076 -68.1457 40.357 42.0442 175381 63588.3 790.733 1359.67 2 376 0 63 -nan 13 -nan -nan -nan -nan -nan -nan -nan -nan 39506 6
-68.8609 -68.3716 40.2377 42.0042 176506 63791.8 864.182 1385.61 4 373 0 66 -nan 16 -nan -nan -nan -nan -nan -nan -nan -nan 39751 132
-70.5659 -68.6923 40.3919 42.3908 3.80644e+08 4.9525e+07 1.1324e+06 14667.3 462168 74305.7 582520 1334.55 142014 796402 1.98495e+07 646832 426.406 2.11279e+07 92391.6 7.69402 28833.3 12902.1 1.10863e+08 39
-68.6004 -68.3164 41.184 41.7556 205948 68156.5 344.039 1480 0 -nan 121 -nan 48.5515 -nan -nan -nan 3 -nan -nan -nan -nan -nan 45859 16
-69.4684 -69.2476 42.0663 43.7276 209753 70920.4 346.491 1288 0 -nan 61 -nan 49.7674 -nan -nan -nan 0 -nan -nan -nan -nan -nan 47755 14
-68.0027 -67.7973 41.1142 41.7387 177388 62918.6 551.171 1285 0 -nan 3 -nan 43.935 -nan -nan -nan 0 -nan -nan -nan -nan -nan 38215 18
-68.9735 -68.0367 39.6997 41.6743 188244 65159.7 576.1 1274 0 -nan 5 -nan 45.9781 -nan -nan -nan 0 -nan -nan -nan -nan -nan 45215 7
-70.9987 -69.1729 40.5332 41.4898 8.67591e+07 1.18606e+07 258829 99406.5 131605 2992.83 103793 75.0898 15474.8 203483 -nan -nan -nan -nan -nan -nan -nan -nan 2.59014e+07 14
-68.2343 -67.0292 41.4705 42.883 179935 65047.9 887.345 1349.86 122 394 0 66 -nan 239 -nan -nan -nan -nan -nan -nan -nan -nan 42117 12
-70.3483 -68.3917 40.0513 41.6929 4.79766e+07 1.77421e+07 228073 388871 113571 5879.08 0 -nan -nan 161082 4.92644e+06 -nan -nan 5.04173e+06 8227.58 0 8298.02 3860.01 2.72145e+07 123
-68.3888 -67.952 42.1933 43.7508 183017 67230.6 610.309 1708.29 0 -nan 7.57921 -nan 54.3997 -nan 10777 0 0 -nan -nan -nan 5 3 40147 15
-68.8582 -67.6734 41.5975 42.3237 175752 65414.3 346.036 1305.04 0 -nan 0 -nan 45.5899 -nan -nan 0 0 -nan -nan -nan 4 4 39690 149
-69.2694 -68.9423 42.1097 42.1172 173879 63087.4 586.108 1252.98 0 -nan 0 -nan 45.0944 -nan -nan 0 0 -nan -nan -nan 4 2 39050 12
-68.3016 -68.2034 40.8129 41.6094 171762 63103.1 571.375 1289.17 0 -nan 0 -nan 45.0617 -nan -nan 0 0 -nan -nan -nan 4 3 38932 9
-68.867 -68.387 41.6364 42.5818 168897 62032 576.572 1249.57 0 -nan 0 -nan 43.9161 -nan -nan 0 0 -nan -nan -nan 4 3 37194 6
-69.7369 -68.9338 40.9584 42.2499 170600 62604.2 560.358 1219.82 0 -nan 0 -nan 44.465 -nan -nan 0 0 -nan -nan -nan 4 2 38207 6
-68.4881 -67.7721 41.8713 41.8987 168696 61845.1 567.998 1199.74 0 -nan 0 -nan 43.843 -nan -nan 0 0 -nan -nan -nan 4 3 37088 8
-69.9957 -69.2787 41.9103 41.9884 895329 333982 2996.07 7244.08 0 -nan 0 -nan 313.944 -nan -nan 0 0 -nan -nan -nan 99 43 460712 73
-68.7403 -67.7698 40.1312 41.7815 173452 63726.1 557.647 1288.34 0 -nan 0 -nan 45.6388 -nan -nan 0 0 -nan -nan -nan 4 4 39878 3
-69.5754 -67.647 41.9047 43.819 382601 142063 1302.94 2912.44 0 -nan 0 -nan 123.179 -nan -nan 0 0 -nan -nan -nan 34 12 161874 57
-68.8103 -68.2803 41.3581 41.7789 171255 62971 569.85 1288.21 0 -nan 0 -nan 44.9173 -nan -nan 0 0 -nan -nan -nan 4 4 38607 6
-68.7452 -68.4489 40.7966 42.3414 168835 61923.4 571.664 1284.63 0 -nan 0 -nan 43.9104 -nan -nan 0 0 -nan -nan -nan 4 3 37101 6
-68.6963 -67.852 40.0097 41.9042 177613 65264.5 607.522 1316.99 0 -nan 0 -nan 47.0229 -nan -nan 0 0 -nan -nan -nan 4 2 42137 8
-69.9848 -69.2286 41.698 41.973 6.93891e+06 2.60079e+06 24281.6 58452.9 0 -nan 0 -nan 2555.24 -nan -nan 24237.6 0 -nan -nan -nan 1394 2097.47 4.0095e+06 52
-67.7769 -67.1569 40.6441 42.624 176944 64553.6 578.203 1345.78 0 -nan 0 -nan 46.9542 -nan -nan 227 0 -nan -nan -nan 4 -nan 41781 1
-69.2976 -68.7191 40.7993 42.4368 164838 59408.4 602.666 1389.94 0 -nan 13.55 -nan 35.8178 -nan -nan 2 0 -nan -nan -nan 2 -nan 34955 5
-67.9787 -67.9271 40.9237 41.5546 170940 63267.5 300.606 1209.16 0 555.681 0 136.337 40.9456 -nan -nan 10 0 -nan -nan -nan 4 -nan 39101 59
-68.3307 -66.8268 41.4497 42.8524 176005 65196.9 291.679 1539.97 0 556.961 0 137.975 42.5202 -nan -nan 10 0 -nan -nan -nan 4 -nan 40930 12
-68.6169 -67.159 40.7835 42.2352 170833 63422.1 290.383 1430.63 0 536.824 0 132.065 40.8808 -nan -nan 11 0 -nan -nan -nan 4 -nan 38205 5
-68.043 -67.1619 41.1104 41.8012 173934 64631.2 297.999 1360.69 0 548.189 0 135.56 41.9049 -nan -nan 10 0 -nan -nan -nan 4 -nan 39724 6
-69.2652 -67.7087 42.2401 42.2673 181263 67356.7 306.637 1766.41 0 573.202 0 95.1842 44.2726 -nan -nan 9 0 -nan -nan -nan 4 -nan 43658 3
-70.9783 -69.1319 41.9121 42.6697 3.73886e+08 5.19805e+07 1.1269e+06 7360.65 552796 15369.6 446321 103.986 78579.3 872563 2.43325e+07 552993 127.224 2.21196e+07 37573.5 0 44844.2 26954.3 1.12098e+08 8
-67.8657 -67.4635 41.0802 41.729 196337 73471.1 387.925 1339.1 119 388 0 -nan -nan -nan 14933.7 -nan -nan 19796 7 -nan -nan -nan 45189 13
-68.8698 -68.7983 41.8175 43.2226 173989 62994 804.89 1259.67 5 397 0 -nan -nan -nan 13713.3 -nan -nan 19795 4 -nan -nan -nan 38860 4
-67.6687 -67.4481 42.244 42.2584 193718 70087 899.937 1407.57 9 385 0 -nan -nan -nan 16056.9 -nan -nan 19788 4 -nan -nan -nan 49383 27
-68.4082 -67.138 41.6539 42.7346 181860 64889.3 844.643 1334.64 3 394 0 -nan -nan -nan 14114.9 -nan -nan 19807 3 -nan -nan -nan 40558 15
-68.4307 -66.4666 40.6482 42.646 187747 68202.2 873.861 1495.7 9.17028 392 0 -nan -nan -nan 13140.5 -nan -nan 20107 4 0 -nan -nan 40744 186
-69.1402 -68.8418 40.3361 41.785 173255 62633.7 703.144 1314.5 0 373 0 -nan -nan -nan 13459.4 0 -nan 19761 6 0 -nan -nan 39464 7
-69.2444 -67.844 40.8509 42.6486 217217 68797.7 1294.74 2291.59 0 417 0 -nan -nan -nan 14366.7 0 -nan 19776 5 0 -nan -nan 43583 9
-68.0434 -67.7262 41.0539 42.1018 174439 63738.2 687.913 1327.63 0 367 0 -nan -nan -nan 13644 0 -nan 19768 6 0 -nan -nan 40051 14
-70.6743 -69.0141 41.4194 42.036 4.81091e+08 6.07867e+07 1.4865e+06 65442.1 688282 22325.8 703299 117.325 216085 1.06466e+06 2.61565e+07 832614 213.267 2.54746e+07 87940.2 31.3559 43408 25569.5 1.41848e+08 39
-68.8981 -68.693 42.078 42.1225 200329 74294.8 389.776 1589.53 122 434 0 -nan -nan -nan 15814.3 -nan -nan 19801 5 -nan -nan -nan 49547 17
-70.4576 -68.5196 40.8854 41.9129 2.33636e+08 2.79937e+07 646146 8223.82 305540 15597.7 344356 69.0683 63373.4 487244 1.1735e+07 413103 120.819 1.28022e+07 35336.9 8.67069 18756.3 8726.85 6.90052e+07 83
-68.8519 -66.8717 42.2258 43.732 202172 74676.1 442.078 1519.81 124 425 0 -nan -nan -nan 14938 -nan -nan 19813 4 -nan -nan -nan 44854 13
-69.442 -68.8557 40.9849 42.1101 185369 65950.2 806.742 1411.86 4 415 0 -nan -nan -nan 14905.9 -nan -nan 19799 5 -nan -nan -nan 44035 7
-68.0079 -67.179 40.4978 41.9013 174828 63212.7 778.019 1304.07 5 373 0 -nan -nan -nan 13953.1 -nan -nan 19797 4 -nan -nan -nan 39910 75
-67.673 -66.2905 40.4523 41.4095 177942 64563.2 789.84 1529.94 7 367 0 -nan -nan -nan 14214.8 -nan -nan 19787 4 -nan -nan -nan 41011 33
-68.4458 -66.5597 40.8694 41.8646 228600 62108.6 713.749 1585.42 128.062 389 65.295 -nan -nan -nan 14042.2 78.5255 -nan 19771 7 0 -nan -nan 44135 15
-69.3382 -67.4568 40.6565 42.5369 182392 67849 318.311 1372.22 0 389 0 -nan -nan -nan 14018.4 0 -nan 19776 5 0 -nan -nan 41526 6
-69.6611 -68.3674 40.8597 42.3742 171840 62714.1 702.145 1330.83 0 397 0 -nan -nan -nan 13470 0 -nan 19780 3 0 -nan -nan 38918 7
-67.8179 -67.5635 40.9523 42.1212 174560 62658.9 590.267 1426 0 -nan 0 -nan 53.1732 -nan 21931 0 0 20975 7 0 -nan -nan 43963 9
-69.3538 -68.3291 40.2363 41.4036 173754 63353.3 566.539 1421.46 0 -nan 0 -nan 50.2476 -nan 20731 0 0 19771 4 0 -nan -nan 39844 8
-68.6962 -68.6919 41.0334 41.9296 173520 63433.5 547.447 1422.75 0 -nan 0 -nan 49.8499 -nan 20720 0 0 19762 5 0 -nan -nan 39529 5
-68.5757 -68.0489 42.0435 43.0969 175299 64245.2 561.484 1526.59 0 -nan 0 -nan 50.5968 -nan 20728 0 0 19773 5 0 -nan -nan 40882 33
-67.7574 -67.6832 40.105 41.6055 172815 63166.5 551.594 1668.95 0 -nan 0 -nan 49.2901 -nan 20714 0 0 19757 5 0 -nan -nan 39229 4
-70.9476 -69.3336 40.2811 42.2297 7.93774e+08 1.05819e+08 2.44217e+06 167063 1.06039e+06 26398.1 1.02812e+06 105.562 263445 1.62019e+06 4.82442e+07 1.66676e+06 351.788 4.43219e+07 89208 0 83988.4 44119 2.34326e+08 39
-67.7021 -65.8742 41.765 42.5373 184409 68155.6 351.956 1476 0 -nan 0 -nan 48.6995 -nan -nan 0 0 -nan -nan -nan 5 3 43625 47
-67.7377 -66.7997 39.856 41.4584 172510 64021.4 314.765 1475 0 -nan 0 -nan 44.8796 -nan -nan 0 0 -nan -nan -nan 4 3 37660 0
-69.9744 -68.7531 41.4763 41.5934 276386 103430 493.884 1538 0 -nan 0 -nan 80.9853 -nan -nan 0 0 -nan -nan -nan 7 2 95323 36
-67.8672 -66.0601 41.0022 42.2377 175857 65286.4 349.861 1392 0 -nan 0 -nan 45.4128 -nan -nan 0 0 -nan -nan -nan 4 2 38900 6
-69.0583 -67.7379 39.7316 41.5112 176126 65349.2 316.631 1422 0 -nan 0 -nan 45.335 -nan -nan 0 0 -nan -nan -nan 4 2 39004 4
-68.7803 -67.7589 40.5976 41.8656 183360 66355.1 308.267 1494.96 0 591.408 0 128.47 43.8251 -nan -nan 319 0 -nan -nan -nan 13 -nan 38999 8
-69.3891 -67.746 40.8494 42.6144 177904 64849.7 300.169 1669.09 0 533.695 0 138.834 42.8691 -nan -nan 10 0 -nan -nan -nan 4 -nan 41386 8
-68.5449 -67.5825 41.002 42.7672 170106 63189.3 297.631 1467.99 0 534.766 0 130.361 41.0215 -nan -nan 6 0 -nan -nan -nan 4 -nan 37536 6
-70.0227 -68.8196 40.4453 41.4555 1.9803e+06 749871 3498.27 17577.1 0 7221.04 0 1965.59 644.842 -nan -nan 7277 0 -nan -nan -nan 444 -nan 1.04269e+06 21
-69.4164 -68.1842 41.2657 41.8106 177900 66049.7 326.518 1584.36 0 560.727 0 92.2186 43.5571 -nan -nan 43 0 -nan -nan -nan 4 -nan 41350 1
-68.6938 -68.2423 41.062 41.5622 175242 65106.3 329.642 1666.87 0 551.378 0 136.161 42.7924 -nan -nan 13 0 -nan -nan -nan 3 -nan 40461 7
-68.0505 -67.1936 41.7833 42.1261 171132 63529.9 280.984 1606.42 0 537.585 0 131.922 41.2808 -nan -nan 8 0 -nan -nan -nan 6 -nan 37831 5
-70.1526 -69.0128 41.1784 42.3141 1.16729e+08 1.52144e+07 329180 611441 158133 4220.9 171884 92.9902 17396 250375 -nan 149005 50.7555 -nan -nan -nan 31845 -nan 3.42157e+07 51
-69.0673 -68.5889 41.2879 42.8407 189351 69186.5 357.352 1531.46 121 403 0 66 -nan 266 -nan -nan -nan -nan -nan -nan -nan -nan 41521 12
-69.8583 -69.3101 41.9879 42.6058 174052 62961.4 793.602 1336.25 4 393 0 65 -nan 25 -nan -nan -nan -nan -nan -nan -nan -nan 39111 5
-68.8051 -68.0042 41.0841 42.1752 183254 63988.3 762.743 1374.16 3 378 0 63 -nan 21 -nan -nan -nan -nan -nan -nan -nan -nan 39951 16
-68.3168 -66.9025 40.92 41.5751 188462 65789.3 727.832 1453.67 6 374 0 66 -nan 32 -nan -nan -nan -nan -nan -nan -nan -nan 42491 6
-68.2099 -67.1246 41.1324 41.5254 184993 64470.9 746.193 1394.49 2 367 0 66 -nan 7 -nan -nan -nan -nan -nan -nan -nan -nan 40699 163
-69.6707 -68.2696 40.7724 41.6584 185715 64874.3 750.896 1417.85 6 375 0 66 -nan 30 -nan -nan -nan -nan -nan -nan -nan -nan 41165 6
-68.4034 -68.1677 40.4537 41.7419 181755 63359.1 736.94 1366.78 3 366 0 66 -nan 6 -nan -nan -nan -nan -nan -nan -nan -nan 38871 23
-70.0533 -68.7151 40.887 42.0674 3.53661e+07 1.25999e+07 146663 304285 83813.4 3180.58 0 535.358 -nan 124577 3.32452e+06 -nan -nan 3.41262e+06 5860.41 2.08505 -nan -nan 1.88819e+07 19
-70.6634 -69.1938 41.8899 42.7747 2.98123e+07 1.08197e+07 91650.3 3434.21 0 -nan 0 -nan 10571.8 -nan 3.9938e+06 105748 0 -nan 16542.8 0 6666.86 3182.23 1.77108e+07 171
-69.2203 -67.5304 42.21 43.1098 188232 63409.6 433.644 1467 0 -nan 0 -nan 43.9024 -nan -nan 234 0 -nan -nan -nan 7 -nan 40603 13
-68.9623 -67.5283 40.2405 41.6838 186439 64383.9 293.676 1332 0 -nan 0 -nan 42.5717 -nan -nan 11 0 -nan -nan -nan 4 -nan 38537 124
-69.3882 -68.1523 41.6302 42.0818 185853 64012 285.675 1401 0 -nan 0 -nan 42.1268 -nan -nan 8 0 -nan -nan -nan 5 -nan 37768 7
-69.3904 -68.531 42.1664 42.647 188855 65120 286.476 1453 0 -nan 0 -nan 43.1625 -nan -nan 9 0 -nan -nan -nan 4 -nan 39410 1
-68.947 -67.6227 40.9894 42.3201 179198 62862.2 370.538 1642.63 0 -nan 11.8186 -nan 37.465 -nan -nan 5 0 -nan -nan -nan 4 -nan 38713 7
-69.5594 -67.8638 40.7049 42.3665 164896 60040.3 369.197 1159.41 0 536.302 0 130.67 39.3118 -nan -nan 11 0 -nan -nan -nan 5 -nan 36402 10
-69.0418 -67.9009 41.4108 41.8446 189332 66863.2 732.026 2122.84 0 555.291 0 136.809 42.0536 -nan -nan 12 0 -nan -nan -nan 6 -nan 40754 154
-68.1973 -67.5252 40.5007 42.1426 169332 61250.9 366.747 1198.74 0 533.247 0 131.149 40.2578 -nan -nan 6 0 -nan -nan -nan 4 -nan 37093 6
-69.1606 -68.5197 41.7422 41.841 171990 62858.7 404.046 1238.55 0 547.23 0 135.122 41.5896 -nan -nan 8 0 -nan -nan -nan 4 -nan 39484 8
-70.5366 -69.2696 41.4734 41.6415 1.75023e+07 5.0575e+06 114673 132830 0 70553.2 54672.1 19242 8846.41 -nan -nan 61810.7 36.9482 -nan -nan -nan 5787.47 -nan 1.05627e+07 98
-68.0056 -66.8469 40.7061 41.4017 193677 74240 827 1547.8 0 613.093 122 151.704 152 -nan -nan -nan -nan -nan -nan -nan -nan -nan 42773 8
-68.5502 -66.8568 41.9553 41.959 190086 77399 871 1304.84 0 587.941 40 143.117 47 -nan -nan -nan -nan -nan -nan -nan -nan -nan 39319 2
-70.009 -68.0541 42.0043 42.2346 305340 92814 1186 1795.51 0 775.24 237 182.76 181 -nan -nan -nan -nan -nan -nan -nan -nan -nan 75460 63
-68.6182 -66.9684 41.4657 41.8278 180823 74250 655 1359.22 0 587.189 7 145.482 47 -nan -nan -nan -nan -nan -nan -nan -nan -nan 39636 8
-68.7135 -68.554 40.4341 42.0263 179742 74245 669 1285.78 0 575.202 5 143.063 47 -nan -nan -nan -nan -nan -nan -nan -nan -nan 39278 6
-69.3515 -68.8452 41.6181 42.9619 186303 74229 661 1398.67 0 590.725 4 147.437 47 -nan -nan -nan -nan -nan -nan -nan -nan -nan 41623 212
-69.5924 -68.912 41.0691 41.402 184235 74244 660 1250.16 0 588.289 4 146.275 47 -nan -nan -nan -nan -nan -nan -nan -nan -nan 40612 51
-70.2795 -68.6321 41.6859 43.1134 1.08775e+08 1.62155e+07 314768 421954 150511 3504.59 88945.9 38.701 39412.6 245532 -nan -nan -nan 6.35952e+06 10466.9 28.1152 -nan -nan 3.21845e+07 8
-67.9731 -66.088 41.3531 42.6566 207447 68452.3 345.013 1598.15 0 396 0 -nan 50.5707 -nan 14690.8 9.53505 -nan 19770 4 0 -nan -nan 45200 166
-68.9628 -68.353 41.5989 41.6844 188838 64623.1 618.989 1400.09 0 379 0 -nan 50.5898 -nan 14286.3 0 -nan 19767 4 0 -nan -nan 43334 61
-67.8815 -67.6644 41.5222 43.1521 186372 65321.7 628.017 1433.68 0 373 0 -nan 52.1764 -nan 14243.8 0 -nan 19760 4 0 -nan -nan 42857 4
-67.6946 -67.4421 42.119 43.1111 183912 64161.4 485.973 1501.05 0 374 0 -nan 50.6735 -nan 13870 0 -nan 19749 5 0 -nan -nan 41026 4
-69.1832 -68.7708 41.2101 42.0502 177402 63288.4 515.127 1454.18 0 -nan 0 -nan 43.9516 -nan 20722 0 0 19765 4 0 -nan -nan 39848 4
-68.2531 -68.1904 41.2865 42.6303 212195 67038 532.114 1505.53 0 -nan 0 -nan 47.6061 -nan 20721 0 0 19765 4 0 -nan -nan 45605 50
-70.5816 -69.3004 41.6543 42.0544 2.67903e+08 3.26359e+07 773478 89119.2 394692 7817 405352 71.2396 72297 593439 1.50048e+07 475485 108.778 1.56762e+07 36301.4 6.84253 22406.7 17758.4 7.89913e+07 9
-68 -67.5092 41.1158 42.9614 184379 65131.9 535.576 1473 0 -nan 0 -nan 47.7462 -nan 20815 11.5409 0 -nan -nan 0 0 3 44148 92
-68.0532 -67.8278 40.9679 42.8603 178788 63679.6 447.508 1501 0 -nan 0 -nan 45.5958 -nan 20813 0 0 -nan -nan 0 0 4 40719 9
-70.1213 -69.2543 41.8857 42.0163 8.63834e+06 3.15835e+06 26144.9 3007 0 -nan 0 -nan 3048.46 -nan 934094 0 0 -nan -nan 3.73947 1350.42 701 4.85123e+06 58
-69.0208 -68.8603 40.1819 41.5569 194962 68035.4 297.925 1492 0 -nan 0 -nan 46.7216 -nan 20752 0 0 -nan -nan -nan 4 2 44046 7
-69.9665 -68.0911 40.3948 42.1387 5.02836e+06 1.79364e+06 8184.49 2300 0 -nan 0 -nan 1603.46 -nan 496249 1509.21 125.643 -nan -nan -nan 824 302 2.5778e+06 167
-67.9476 -67.0029 41.494 42.5102 192094 66408.6 320.988 1397 0 -nan 0 -nan 44.6943 -nan -nan 0 0 -nan -nan -nan 4 3 41279 216
-68.1235 -66.9018 40.9867 42.6358 184651 63819.6 310.024 1348 0 -nan 0 -nan 42.3276 -nan -nan 0 0 -nan -nan -nan 4 3 37333 6
-69.6378 -67.8233 41.7201 42.6695 187078 64823.4 315.228 1360 0 -nan 0 -nan 43.237 -nan -nan 0 0 -nan -nan -nan 4 4 38968 6
-68.3751 -66.8468 42.2606 43.1779 190674 66116.5 304.505 1336 0 -nan 0 -nan 46.8989 -nan -nan 1.53906 0 -nan -nan -nan 4 7.0046 45713 11
-69.7427 -69.1281 40.8386 42.3511 187127 64637.3 297.02 1414 0 -nan 0 -nan 42.7127 -nan -nan 7 0 -nan -nan -nan 4 -nan 39084 10
-69.2091 -68.4135 41.8462 43.7179 196532 67642.1 313.341 1832 0 -nan 0 -nan 45.2848 -nan -nan 93 3.20248 -nan -nan -nan 4 -nan 39961 53
-68.5428 -67.3167 40.0769 41.4027 183247 62972.6 297.326 1318 0 -nan 0 -nan 41.2054 -nan -nan 5 0 -nan -nan -nan 4 -nan 36490 5
-70.8199 -69.2367 42.0708 42.3191 5.20034e+07 7.51672e+06 161558 17883.2 0 -nan 75308.7 -nan 5267.95 -nan -nan 94598 13.886 -nan -nan -nan 6084.28 -nan 1.58764e+07 252
-69.2518 -69.2158 40.8465 42.8299 222520 74218 822 1485.76 0 660.991 105 165.571 143 -nan -nan -nan -nan -nan -nan -nan -nan -nan 51402 17
-70.2046 -68.2472 41.6545 42.1212 1.22831e+08 1.66349e+07 327825 508385 169463 3640.33 91087.7 65.4955 39983.3 269690 7.25826e+06 -nan -nan 7.20785e+06 11813.7 6.54727 -nan -nan 3.6336e+07 38
-68.824 -68.2055 41.3151 41.5333 191235 66332.1 336.718 1460.04 0 -nan 0 -nan 45.8074 -nan 20732 5.06296 0 19775 4 0 -nan -nan 42184 121
-69.2869 -69.2139 41.3581 41.6845 177637 63482.6 411.058 1429.47 0 -nan 0 -nan 44.6646 -nan 20720 0 0 19765 3 0 -nan -nan 39370 8
-70.9644 -69.3773 39.676 41.6277 1.54507e+08 2.06577e+07 474715 6647.21 48940.1 -nan 230266 130.931 40551.4 346150 7.75771e+06 298743 28.5318 8.07656e+06 35020.3 4.75033 14417 6451.09 4.56284e+07 38
-69.5262 -68.3117 41.2913 41.7945 212358 81621.1 941 1493.69 0 445.463 -nan 58 -nan 453 -nan -nan -nan -nan -nan -nan -nan -nan 43540 15
-68.9361 -68.9247 41.4866 42.237 186702 77266.3 576 1438.68 0 410.665 -nan 59 -nan 18 -nan -nan -nan -nan -nan -nan -nan -nan 40986 11
-69.0135 -68.7122 42.0685 42.3466 204144 81770.7 583 1635.15 0 435.79 -nan 58 -nan 32 -nan -nan -nan -nan -nan -nan -nan -nan 46146 5
-69.3072 -67.3649 41.8764 42.4132 193262 78994.9 572 1366.22 0 419.941 -nan 59 -nan 29 -nan -nan -nan -nan -nan -nan -nan -nan 42947 7
-68.747 -67.9252 41.7897 43.7298 198133 80117.3 558 1572.92 0 427.411 -nan 55 -nan 21 -nan -nan -nan -nan -nan -nan -nan -nan 44384 0
-68.5459 -67.7517 40.9744 42.2411 189048 77995.1 562 1462.11 0 413.166 -nan 59 -nan 17 -nan -nan -nan -nan -nan -nan -nan -nan 41688 61
-68.8406 -68.07 40.6287 41.912 179028 75496.9 539 1236.82 0 399.984 -nan 59 -nan 17 -nan -nan -nan -nan -nan -nan -nan -nan 38852 7
-69.4838 -68.1653 41.3886 42.0694 186176 77228.1 557 1490.43 0 410.002 -nan 59 -nan 15 -nan -nan -nan -nan -nan -nan -nan -nan 40792 5
-68.1397 -66.686 40.745 42.6588 191757 78704 545 1490.97 0 418.392 -nan 59 -nan 41 -nan -nan -nan -nan -nan -nan -nan -nan 42435 11
-69.7322 -68.4686 41.2939 41.9633 185782 76899.2 559 1299.72 0 407.825 -nan 59 -nan 14 -nan -nan -nan -nan -nan -nan -nan -nan 40570 6
-68.4664 -67.1197 41.3958 42.827 190033 78193.4 562 1375.55 0 415.385 -nan 59 -nan 16 -nan -nan -nan -nan -nan -nan -nan -nan 42016 6
-70.964 -69.229 42.1433 43.7964 3.90741e+08 5.14026e+07 1.11714e+06 8150.15 421560 26719.8 560507 1206.04 46590.9 1.00793e+06 2.80951e+07 629732 217.216 2.80093e+07 46202.5 3.62046 45068.5 22035.3 1.15678e+08 201
-68.686 -67.8198 40.7911 41.8166 182830 65277.2 290.754 1500.19 0 589.4 0 84.9184 43.1473 -nan -nan 338 11.5479 -nan -nan -nan 5 -nan 37822 19
-69.4957 -67.769 41.7711 42.4642 170658 62198.6 401.373 1182.05 0 541.253 0 133.475 41.1635 -nan -nan 12 0 -nan -nan -nan 4 -nan 38562 32
-69.5724 -68.3875 42.0669 43.9244 1.36268e+06 506749 3275.16 10084.8 0 5137.15 0 1387.7 449.859 -nan -nan 4106 0 -nan -nan -nan 306 -nan 720257 3
-67.9822 -66.6571 40.6033 42.2317 165216 60272.1 359.015 1141.21 0 521.267 0 84.9764 39.2617 -nan -nan 7 0 -nan -nan -nan 4 -nan 35180 6
-68.362 -68.0684 40.7513 41.4947 168251 61395.5 394.184 1151.69 0 530.639 0 131.081 40.2272 -nan -nan 7 0 -nan -nan -nan 4 -nan 37081 6
-68.4291 -68.1855 40.3572 42.268 167668 61139.4 383.704 1084.48 0 527.874 0 129.766 40.103 -nan -nan 7 0 -nan -nan -nan 4 -nan 36652 321
-67.9776 -66.5687 41.52 42.1942 165709 60463.6 367.158 1108.69 0 521.793 0 127.796 39.4869 -nan -nan 6 0 -nan -nan -nan 3 -nan 35606 5
-69.3244 -67.7208 42.1192 42.9481 167270 61023.2 379.436 1145.61 0 526.553 0 129.17 40.0089 -nan -nan 8 0 -nan -nan -nan 3 -nan 36570 7
-68.0485 -68.0027 41.3834 43.3485 168288 61319.1 391.879 1152.4 0 529.253 0 131.218 35.8603 194.82 -nan 10 0 -nan -nan -nan 9.29212 -nan 46119 166
-70.8351 -68.9742 41.746 41.8777 1.69321e+08 2.27177e+07 515011 669821 275984 5176.26 195468 45.0339 41375.3 411779 9.35067e+06 176512 169.777 9.48527e+06 13815.4 6.47571 -nan -nan 4.95138e+07 194
